tag,tray,tray.rep,treatment,block,family,population,uline,dateplanted,shoot,root,survival,daysharvest,leaf_atharvest,height_atharvest,branches_atharvest,datedeathmiss,daysdeath,noddatamiss,totalwhite,totalred,totalnod,contaminated_nfixing_nodules
1821,62,11,Mix,5,AC3,AC,3,19-Oct-11,165,43.2,1,101,31,7NA3,4,0,NA,0,117,200,317,NA
2469,84,13,R,7,HTD15,HTD,46,20-Oct-11,168.8,43.2,1,102,19,8NA5,1,0,NA,0,140,564,704,NA
1830,63,6,R,5,WR40a,WR,102,19-Oct-11,190,43.2,1,101,24,8NA2,3,0,NA,0,38,284,322,NA
1628,56,10,R,5,RBE51,RBE,91,19-Oct-11,170.1,43.3,1,100,21,6NA9,2,0,NA,0,35,254,289,NA
1188,41,10,Mix,4,HTD19,HTD,47,18-Oct-11,85.5,43.4,1,99,13,7NA7,1,0,NA,0,121,271,392,NA
1894,65,10,R,6,WR18,WR,95,19-Oct-11,163,43.4,1,101,20,8NA1,4,0,NA,0,28,282,310,NA
1127,39,13,Mix,4,WT32,WT,108,18-Oct-11,84.1,43.5,1,99,13,6NA5,1,0,NA,0,59,179,238,NA
1349,46,15,Mix,4,WR48,WR,101,18-Oct-11,135,43.5,1,100,20,8NA1,2,0,NA,0,121,212,333,NA
1748,60,2,R,5,WR31,WR,97,19-Oct-11,168,43.5,1,100,25,7NA1,3,0,NA,0,57,300,357,NA
304,11,20,R,1,F221,F2,28,17-Oct-11,111.1,43.6,1,95,13,10NA4,1,0,NA,0,29,127,156,NA
1917,66,1,R,6,DU17,DU,20,19-Oct-11,125,43.6,1,101,21,8NA4,1,0,NA,0,20,249,269,NA
2063,71,23,R,6,RBE34,RBE,85,19-Oct-11,170.1,43.6,1,102,23,7,3,0,NA,0,130,406,536,NA
757,27,1,R,3,HTR14,HTR,57,18-Oct-11,130.5,43.7,1,97,22,8NA1,2,0,NA,0,70,383,453,NA
731,26,7,R,3,AC11,AC,6,18-Oct-11,139,43.7,1,97,16,10NA9,1,0,NA,0,62,238,300,NA
1750,60,4,R,5,HTD32,HTD,52,19-Oct-11,129,43.8,1,100,23,6NA3,1,0,NA,0,127,284,411,NA
2373,81,13,R,7,RBE38,RBE,86,20-Oct-11,128.8,43.82,1,102,14,5NA5,1,0,NA,0,113,511,624,NA
2192,75,24,Mix,6,HTR1,HTR,53,19-Oct-11,99.9,44,1,102,14,7,1,0,NA,0,179,296,475,NA
2361,81,1,R,7,WT23,WT,105,20-Oct-11,133,44,1,102,13,9NA4,1,0,NA,0,36,700,736,NA
1906,65,22,R,6,FOR39,FOR,41,19-Oct-11,173,44,1,101,22,8NA1,2,0,NA,0,14,136,150,NA
1647,56,29,R,5,DE15,DE,17,19-Oct-11,146.1,44.1,1,100,19,9NA7,2,0,NA,0,59,219,278,NA
1581,54,9,R,5,RBE53,RBE,92,19-Oct-11,159,44.1,1,100,15,7NA4,1,0,NA,0,120,392,512,NA
2515,86,31,R,7,DU3,DU,18,20-Oct-11,149.4,44.2,1,102,20,7NA1,1,0,NA,0,94,504,598,NA
1980,69,4,Mix,6,RBE48,RBE,90,19-Oct-11,162,44.4,1,101,27,3NA9,1,0,NA,0,85,273,358,NA
1655,57,5,Mix,5,HTR1,HTR,53,19-Oct-11,91.2,44.5,1,100,22,5NA6,1,0,NA,0,102,193,295,NA
2793,96,29,R,8,AC15,AC,10,21-Oct-11,117.4,44.6,1,102,14,10NA4,1,0,NA,0,153,626,779,NA
2574,88,30,R,8,AC4,AC,4,21-Oct-11,140.9,44.6,1,102,15,7NA4,1,0,NA,0,73,258,331,NA
1171,40,25,Mix,4,FOR39,FOR,41,18-Oct-11,169.1,44.6,1,99,23,9NA2,3,0,NA,0,65,125,190,NA
1484,50,22,R,4,KA27,KA,72,18-Oct-11,264,44.6,1,100,24,19NA9,3,0,NA,0,77,382,459,NA
593,21,11,R,2,F221,F2,28,17-Oct-11,92.6,44.7,1,96,12,7NA4,1,0,NA,0,110,461,571,NA
2575,88,31,R,8,HTD15,HTD,46,21-Oct-11,130.6,44.7,1,102,18,6NA8,3,0,NA,0,43,164,207,NA
1017,35,27,Mix,3,WR40a,WR,102,18-Oct-11,116,44.9,1,99,20,7NA1,1,0,NA,0,83,136,219,NA
729,26,5,R,3,F27,F2,23,18-Oct-11,125,44.9,1,97,11,9NA2,1,0,NA,0,19,401,420,NA
136,5,8,Mix,1,RBE14,RBE,75,17-Oct-11,111,45.1,1,94,13,10NA3,1,0,NA,0,53,205,258,NA
1195,41,17,Mix,4,FOR11,FOR,34,18-Oct-11,93.4,45.2,1,99,16,7NA2,1,0,NA,0,140,383,523,NA
2785,96,21,R,8,F218,F2,26,21-Oct-11,90.1,45.5,1,102,11,10NA4,1,0,NA,0,87,431,518,NA
44,2,12,R,1,RBE40,RBE,87,17-Oct-11,115.8,45.5,1,93,13,11,1,0,NA,0,20,227,247,NA
1909,65,25,R,6,HTD25,HTD,49,19-Oct-11,160,45.7,1,101,30,5NA1,1,0,NA,0,101,318,419,NA
2418,82,26,R,7,AC13,AC,8,20-Oct-11,157.7,45.9,1,102,27,6,1,0,NA,0,163,518,681,NA
1415,48,17,Mix,4,DU3,DU,18,18-Oct-11,171.2,45.9,1,100,28,7NA2,1,0,NA,0,197,552,749,NA
2562,88,18,R,8,HTR14,HTR,57,21-Oct-11,207.7,46,1,102,33,13NA3,5,0,NA,0,54,326,380,NA
1902,65,18,R,6,FOR1,FOR,33,19-Oct-11,164,46.1,1,101,19,7NA7,3,0,NA,0,23,106,129,NA
1426,48,28,Mix,4,KA17,KA,69,18-Oct-11,108,46.2,1,100,16,5NA8,1,0,NA,0,214,371,585,NA
1781,61,3,Mix,5,DE15,DE,17,19-Oct-11,184,46.2,1,100,20,6NA5,3,0,NA,0,28,147,175,NA
245,9,25,R,1,RBE25,RBE,82,17-Oct-11,125.8,46.3,1,94,15,9NA7,1,0,NA,0,22,95,117,NA
1353,46,19,Mix,4,KA16,KA,68,18-Oct-11,143.3,46.3,1,100,15,17NA2,1,0,NA,0,68,275,343,NA
2041,71,1,R,6,RBE17,RBE,77,19-Oct-11,129.7,46.4,1,102,19,12,2,0,NA,0,58,293,351,NA
1841,63,17,R,5,FOR43,FOR,42,19-Oct-11,151,46.5,1,101,12,7NA9,3,0,NA,0,40,362,402,NA
2191,75,23,Mix,6,WR31,WR,97,19-Oct-11,177.7,46.5,1,102,4,8NA2,3,0,75,0,289,468,757,NA
1975,68,13,Mix,6,HTR19,HTR,59,19-Oct-11,117,46.7,1,101,15,7NA5,2,0,NA,0,256,253,509,NA
251,9,31,R,1,DU26,DU,21,17-Oct-11,98.9,46.8,1,94,11,9NA6,1,0,NA,0,46,212,258,NA
1469,50,7,R,4,KA1,KA,63,18-Oct-11,184,46.8,1,100,25,7NA3,3,0,NA,0,29,157,186,NA
2406,82,14,R,7,FOR38,FOR,40,20-Oct-11,148,46.9,1,102,32,4NA2,3,0,NA,0,294,618,912,NA
2076,72,4,Mix,6,WT23,WT,105,19-Oct-11,149.5,46.9,1,102,16,9NA2,1,0,NA,0,90,372,462,NA
511,18,7,R,2,WT39,WT,112,17-Oct-11,121.5,47,1,96,17,8NA3,1,0,NA,0,77,533,610,NA
312,11,28,R,1,WR34,WR,98,17-Oct-11,113.4,47.1,1,95,11,11,1,0,NA,0,22,155,177,NA
1501,51,7,R,4,HTR30,HTR,61,18-Oct-11,153.2,47.1,1,100,27,6NA1,1,0,NA,0,33,208,241,NA
169,6,9,Mix,1,WR8,WR,93,17-Oct-11,155.7,47.35,1,107,23,7NA5,1,0,NA,0,27,232,259,NA
2382,81,22,R,7,KA27,KA,72,20-Oct-11,215.1,47.5,1,102,22,9NA4,3,0,NA,0,227,690,917,NA
1979,69,3,Mix,6,FOR39,FOR,41,19-Oct-11,173,47.6,1,101,18,9NA5,3,0,NA,0,66,358,424,NA
1446,49,16,R,4,HTD20,HTD,48,18-Oct-11,209.7,47.6,1,100,23,10,3,0,NA,0,15,222,237,NA
855,30,3,R,3,FOR39,FOR,41,18-Oct-11,156.8,47.7,1,98,21,7NA5,1,0,NA,0,280,620,900,NA
2195,75,27,Mix,6,AC3,AC,3,19-Oct-11,200,47.7,1,102,28,9NA5,4,0,NA,0,122,288,410,NA
355,13,11,Mix,2,HTR15,HTR,58,17-Oct-11,86.1,47.9,1,95,12,8NA3,1,0,NA,0,104,196,300,NA
40,2,8,R,1,HTD32,HTD,52,17-Oct-11,142.3,47.9,1,93,13,20NA1,1,0,NA,0,43,194,237,NA
2573,88,29,R,8,F224,F2,29,21-Oct-11,155.3,47.9,1,102,27,7NA5,3,0,NA,0,81,271,352,NA
1756,60,10,R,5,KA27,KA,72,19-Oct-11,280,48,1,100,18,25,4,0,NA,0,80,444,524,NA
1350,46,16,Mix,4,WR45,WR,100,18-Oct-11,132.3,48.1,1,100,16,10NA6,1,0,NA,0,84,145,229,NA
1359,46,25,Mix,4,F27,F2,23,18-Oct-11,160.3951,48.12,1,83,14,NA,NA,0,NA,0,25,64,89,NA
2502,86,18,R,7,RBE2,RBE,73,20-Oct-11,166.1,48.2,1,102,22,7NA8,3,0,NA,0,209,487,696,NA
558,20,8,R,2,FOR26,FOR,38,17-Oct-11,194.6,48.2,1,96,27,10NA3,3,0,NA,0,82,484,566,NA
1378,47,12,R,4,RBE25,RBE,82,18-Oct-11,170,48.3,1,100,17,10NA3,3,0,NA,0,71,374,445,NA
991,35,1,Mix,3,WR18,WR,95,18-Oct-11,132,48.5,1,99,19,7NA5,1,0,NA,0,152,215,367,NA
2638,91,16,R,8,F27,F2,23,21-Oct-11,172.7,48.5,1,102,14,7NA9,1,0,NA,0,295,775,1070,NA
1483,50,21,R,4,FOR39,FOR,41,18-Oct-11,222,48.6,1,100,27,10NA9,4,0,NA,0,77,404,481,NA
58,2,26,R,1,RBE20,RBE,78,17-Oct-11,163,48.9,1,93,11,21NA7,1,0,NA,0,60,274,334,NA
747,26,23,R,3,HTR43,HTR,62,18-Oct-11,137.1,49.3,1,97,27,7NA1,1,0,NA,0,130,432,562,NA
785,27,29,R,3,RBE32,RBE,84,18-Oct-11,104.4,49.33,1,97,20,7NA2,2,0,NA,0,84,311,395,NA
1464,50,2,R,4,FOR11,FOR,34,18-Oct-11,149.2,49.4,1,100,22,7NA9,1,0,NA,0,15,334,349,NA
1392,47,26,R,4,HTR8,HTR,54,18-Oct-11,149,49.5,1,100,28,7,1,0,NA,0,66,289,355,NA
242,9,22,R,1,RBE53,RBE,92,17-Oct-11,152.5,49.6,1,94,15,11NA9,1,0,NA,0,79,359,438,NA
1362,46,28,Mix,4,KA21,KA,70,18-Oct-11,163,49.6,1,100,20,8NA4,2,0,NA,0,33,169,202,NA
1913,65,29,R,6,AC3,AC,3,19-Oct-11,161,49.8,1,101,24,6NA5,3,0,NA,0,273,457,730,NA
1471,50,9,R,4,WR42,WR,99,18-Oct-11,175.9,49.8,1,100,25,7NA4,4,0,NA,0,73,379,452,NA
57,2,25,R,1,HTD2,HTD,43,17-Oct-11,100.3,49.9,1,93,12,8NA7,1,0,NA,0,45,190,235,NA
413,15,5,Mix,2,HTD7,HTD,44,17-Oct-11,125.5,49.9,0,NA,NA,NA,NA,0,NA,0,135,300,435,NA
2053,71,13,R,6,HTD26,HTD,50,19-Oct-11,207,49.9,1,102,41,6NA1,1,0,NA,0,72,358,430,NA
1568,53,28,Mix,5,WT31,WT,107,19-Oct-11,179,50.1,1,100,28,6NA8,3,0,NA,0,125,318,443,NA
2654,91,32,R,8,RBE20,RBE,78,21-Oct-11,130,50.2,1,102,20,6NA1,2,0,NA,0,54,433,487,NA
2463,84,7,R,7,HTD2,HTD,43,20-Oct-11,143.4,50.2,1,102,22,7NA9,1,0,NA,0,84,522,606,NA
1802,61,24,Mix,5,F218,F2,26,19-Oct-11,94,50.3,1,100,19,5NA9,1,0,NA,0,53,282,335,NA
677,24,17,Mix,3,F218,F2,26,18-Oct-11,159.9,50.3,1,95,22,10NA1,1,0,NA,0,124,202,326,NA
1379,47,13,R,4,RBE34,RBE,85,18-Oct-11,169.2,50.4,1,100,20,7NA1,1,0,NA,0,95,393,488,NA
1493,50,31,R,4,F217,F2,25,18-Oct-11,163,50.5,1,100,18,10,1,0,NA,0,69,241,310,NA
229,9,9,R,1,DU4,DU,19,17-Oct-11,114.1,50.6,1,94,13,10NA5,1,0,NA,0,148,367,515,NA
310,11,26,R,1,FOR38,FOR,40,17-Oct-11,132,50.6,1,95,17,9NA5,1,0,NA,0,62,249,311,NA
2690,93,4,Mix,8,KA17,KA,69,21-Oct-11,135.1,50.6,1,102,17,7NA3,1,0,NA,0,208,510,718,NA
1995,69,19,Mix,6,FOR28,FOR,39,19-Oct-11,125,50.8,1,101,14,7NA3,1,0,NA,0,117,307,424,NA
1398,47,32,R,4,WR34,WR,98,18-Oct-11,128,50.8,1,100,14,7NA5,1,0,NA,0,92,380,472,NA
2466,84,10,R,7,RBE48,RBE,90,20-Oct-11,176.2,51,1,102,28,7NA4,3,0,NA,0,59,459,518,NA
2394,82,2,R,7,RBE20,RBE,78,20-Oct-11,134,51.1,1,102,15,7NA7,1,0,NA,0,173,620,793,NA
2461,84,5,R,7,F217,F2,25,20-Oct-11,125.7,51.3,1,102,11,9NA6,1,0,NA,0,122,396,518,NA
2496,86,12,R,7,WT30,WT,106,20-Oct-11,216,51.3,1,102,24,9,3,0,NA,0,215,436,651,NA
861,30,9,R,3,FOR1,FOR,33,18-Oct-11,139.1,51.4,1,98,21,7NA4,1,0,NA,0,26,265,291,NA
984,34,26,R,3,WT37,WT,111,18-Oct-11,135,51.6,1,99,24,7NA8,1,0,NA,0,169,287,456,NA
2570,88,26,R,8,DE15,DE,17,21-Oct-11,253.3,51.8,1,102,29,7NA8,5,0,NA,0,98,290,388,NA
2561,88,17,R,8,KA21,KA,70,21-Oct-11,190.6,51.9,1,102,23,9NA8,3,0,NA,0,86,334,420,NA
933,33,7,Mix,3,DE15,DE,17,18-Oct-11,119,52.1,1,99,12,7,1,0,NA,0,76,288,364,NA
2199,75,31,Mix,6,DE2,DE,13,19-Oct-11,171.3,52.4,1,102,24,8NA8,3,0,NA,0,71,224,295,NA
1638,56,20,R,5,HTR25,HTR,60,19-Oct-11,176.5,52.4,1,100,26,7NA7,1,0,NA,0,42,219,261,NA
1492,50,30,R,4,DE13,DE,16,18-Oct-11,164,52.5,1,100,22,7NA1,1,0,NA,0,63,361,424,NA
2699,93,13,Mix,8,HTR8,HTR,54,21-Oct-11,182.1,52.6,1,102,28,7NA5,3,0,NA,0,115,380,495,NA
1394,47,28,R,4,RBE38,RBE,86,18-Oct-11,188,52.8,1,100,25,6NA1,1,0,NA,0,60,216,276,NA
1462,49,32,R,4,RBE40,RBE,87,18-Oct-11,237.6,52.8,1,100,32,8NA4,2,0,NA,0,7,179,186,NA
2554,88,10,R,8,WT11,WT,103,21-Oct-11,258.4,52.8,1,102,37,8NA6,4,0,NA,0,85,349,434,NA
2302,79,6,Mix,7,KA17,KA,69,20-Oct-11,88.2,52.95,1,133,12,3NA8,1,0,NA,0,402,647,1049,NA
1194,41,16,Mix,4,DU4,DU,19,18-Oct-11,101.4,53,1,99,15,8NA4,1,0,NA,0,105,273,378,NA
2514,86,30,R,7,WT39,WT,112,20-Oct-11,156.2,53.1,1,102,17,7NA4,1,0,NA,0,84,425,509,NA
2786,96,22,R,8,RBE32,RBE,84,21-Oct-11,197.6,53.1,1,102,24,8NA3,3,0,NA,0,137,564,701,NA
1361,46,27,Mix,4,RBE53,RBE,92,18-Oct-11,200,53.1,1,100,24,8NA6,4,0,NA,0,25,141,166,NA
1629,56,11,R,5,HTR14,HTR,57,19-Oct-11,282.6,53.1,1,100,18,22NA2,3,0,NA,0,98,462,560,NA
1479,50,17,R,4,RBE21,RBE,79,18-Oct-11,202,53.4,1,100,29,7NA9,4,0,NA,0,46,204,250,NA
2564,88,20,R,8,DE7,DE,14,21-Oct-11,189.8,53.5,1,102,19,7NA5,3,0,NA,0,164,483,647,NA
1825,63,1,R,5,KA16,KA,68,19-Oct-11,174,53.7,1,101,13,16NA8,1,0,NA,0,115,714,829,NA
2567,88,23,R,8,FOR39,FOR,41,21-Oct-11,328.4,53.7,1,102,30,23,3,0,NA,0,149,735,884,NA
1840,63,16,R,5,F227,F2,31,19-Oct-11,202,53.9,1,101,26,7NA4,3,0,NA,0,102,582,684,NA
989,34,31,R,3,DE11,DE,15,18-Oct-11,145.6,54.4,1,99,24,6NA6,1,0,NA,0,75,230,305,NA
566,20,16,R,2,HTR43,HTR,62,17-Oct-11,157.2,54.4,1,96,22,8,3,0,NA,0,112,428,540,NA
2708,93,22,Mix,8,AC11,AC,6,21-Oct-11,256.4,54.4,1,102,31,40NA9,1,0,NA,0,317,521,838,NA
1370,47,4,R,4,WR10,WR,94,18-Oct-11,281.5,54.5,1,100,26,9NA8,4,0,NA,0,53,320,373,NA
2396,82,4,R,7,FOR1,FOR,33,20-Oct-11,162,54.8,1,102,20,7NA2,1,0,NA,0,88,388,476,NA
42,2,10,R,1,RBE17,RBE,77,17-Oct-11,183.9,54.8,1,93,24,17NA5,1,0,NA,0,42,258,300,NA
691,24,31,Mix,3,DU4,DU,19,18-Oct-11,175.9,54.9,1,95,28,9NA1,4,0,NA,0,139,432,571,NA
1650,56,32,R,5,F226,F2,30,19-Oct-11,228.4,54.9,1,100,23,5NA7,3,0,NA,0,115,247,362,NA
33,2,1,R,1,WT34,WT,109,17-Oct-11,230,55.1,1,93,19,13NA8,1,0,NA,0,37,226,263,NA
1443,49,13,R,4,RBE27,RBE,83,18-Oct-11,255.5,55.3,1,100,23,13NA2,4,0,NA,0,93,460,553,NA
1659,57,9,Mix,5,KA16,KA,68,19-Oct-11,188.2,55.4,1,100,15,19,1,0,NA,0,216,391,607,NA
2545,88,1,R,8,HTR19,HTR,59,21-Oct-11,195,55.4,1,102,28,8,4,0,NA,0,89,413,502,NA
1652,57,2,Mix,5,AC15,AC,10,19-Oct-11,148.7,55.5,1,100,20,8NA5,2,0,NA,0,99,153,252,NA
1357,46,23,Mix,4,FOR43,FOR,42,18-Oct-11,175,55.7,1,100,21,9NA7,2,0,NA,0,160,304,464,NA
2014,70,6,R,6,WR42,WR,99,19-Oct-11,185,55.7,1,102,17,9NA5,2,0,NA,0,2,134,136,NA
764,27,8,R,3,HTR19,HTR,59,18-Oct-11,130.4,55.9,1,97,23,6NA7,1,0,NA,0,127,608,735,NA
2792,96,28,R,8,HTD19,HTD,47,21-Oct-11,124.7,56,1,102,13,9NA5,1,0,NA,0,57,269,326,NA
765,27,9,R,3,RBE53,RBE,92,18-Oct-11,196.9,56,1,97,23,8NA5,3,0,NA,0,145,609,754,NA
1441,49,11,R,4,KA17,KA,69,18-Oct-11,189.1,56.4,1,100,24,7NA7,3,0,NA,0,74,473,547,NA
224,9,4,R,1,F27,F2,23,17-Oct-11,149.3,56.5,1,94,12,9NA1,1,0,NA,0,80,434,514,NA
1641,56,23,R,5,AC11,AC,6,19-Oct-11,426.5,56.5,1,100,NA,35NA5,3,0,NA,0,43,340,383,NA
584,21,2,R,2,DU26,DU,21,17-Oct-11,191.7,56.6,1,96,36,11NA8,6,0,NA,0,55,344,399,NA
1645,56,27,R,5,AC4,AC,4,19-Oct-11,199.8,56.6,1,100,27,8NA4,4,0,NA,0,99,279,378,NA
2049,71,9,R,6,HTR19,HTR,59,19-Oct-11,139.8,56.7,1,102,15,5NA8,1,0,NA,0,148,494,642,NA
232,9,12,R,1,WT23,WT,105,17-Oct-11,144.1,56.7,1,94,15,10NA8,1,0,NA,0,76,276,352,NA
1575,54,3,R,5,HTR43,HTR,62,19-Oct-11,115,56.8,1,100,12,6NA3,1,0,NA,0,101,389,490,NA
2376,81,16,R,7,WR40a,WR,102,20-Oct-11,235.7,57.3,1,102,23,8NA9,1,0,NA,0,224,824,1048,NA
2190,75,22,Mix,6,AC4,AC,4,19-Oct-11,247.4,57.4,1,102,24,7NA2,4,0,NA,0,292,299,591,NA
296,11,12,R,1,HTR43,HTR,62,17-Oct-11,142.4,57.6,1,95,18,9NA5,1,0,NA,0,71,215,286,NA
577,20,27,R,2,WT23,WT,105,17-Oct-11,164.4,57.6,1,96,20,9NA5,2,0,NA,0,178,647,825,NA
1498,51,4,R,4,WT32,WT,108,18-Oct-11,182.7,57.7,1,100,28,7NA9,1,0,NA,0,20,276,296,NA
1923,66,7,R,6,FOR11,FOR,34,19-Oct-11,172,57.8,1,101,19,8NA3,1,0,NA,0,118,575,693,NA
1890,65,6,R,6,RBE24,RBE,81,19-Oct-11,200,57.8,1,101,26,21NA2,2,0,NA,0,43,387,430,NA
2024,70,16,R,6,RBE14,RBE,75,19-Oct-11,188,58.3,1,102,21,8,3,0,NA,0,43,323,366,NA
1908,65,24,R,6,WT32,WT,108,19-Oct-11,165,58.4,1,101,19,8NA4,3,0,NA,0,26,193,219,NA
1637,56,19,R,5,WT31,WT,107,19-Oct-11,160.3,58.8,1,100,17,9NA9,1,0,NA,0,58,227,285,NA
2516,86,32,R,7,RBE27,RBE,83,20-Oct-11,186,58.9,1,102,24,8NA3,3,0,NA,0,216,589,805,NA
756,26,32,R,3,AC7,AC,5,18-Oct-11,167.8,59,1,97,15,9NA3,1,0,NA,0,149,380,529,NA
2038,70,30,R,6,HTR14,HTR,57,19-Oct-11,225.3,59,1,102,34,7NA5,3,0,NA,0,66,375,441,NA
608,21,26,R,2,F27,F2,23,17-Oct-11,158.7,59.2,1,96,12,9NA7,1,0,NA,0,51,405,456,NA
578,20,28,R,2,RBE53,RBE,92,17-Oct-11,211.5,59.2,1,96,20,9NA7,3,0,NA,0,107,419,526,NA
2557,88,13,R,8,F227,F2,31,21-Oct-11,268.6,59.2,1,102,36,23NA6,2,0,NA,0,136,703,839,NA
2546,88,2,R,8,WR48,WR,101,21-Oct-11,296.8,59.2,1,102,36,8NA5,5,0,NA,0,101,530,631,NA
2006,69,30,Mix,6,RBE21,RBE,79,19-Oct-11,222,59.6,1,101,22,6NA2,4,0,NA,0,126,190,316,NA
976,34,18,R,3,DU17,DU,20,18-Oct-11,173,59.7,1,99,22,11NA2,3,0,NA,0,106,386,492,NA
1319,45,13,Mix,4,WR31,WR,97,18-Oct-11,173,59.7,1,100,25,7,1,0,NA,0,221,635,856,NA
1831,63,7,R,5,HTR8,HTR,54,19-Oct-11,175,59.9,1,101,24,6,3,0,NA,0,62,269,331,NA
2009,70,1,R,6,KA16,KA,68,19-Oct-11,220,59.9,1,102,9,28NA5,1,0,NA,0,23,338,361,NA
600,21,18,R,2,RBE38,RBE,86,17-Oct-11,175.1,60.1,1,96,26,6NA8,1,0,NA,0,95,359,454,NA
857,30,5,R,3,WT23,WT,105,18-Oct-11,132.8,60.2,1,98,14,9NA3,1,0,NA,0,62,373,435,NA
2000,69,24,Mix,6,FOR1,FOR,33,19-Oct-11,213,60.3,1,101,17,7NA2,3,0,NA,0,73,316,389,NA
990,34,32,R,3,HTD32,HTD,52,18-Oct-11,156.3,60.4,1,99,23,7,1,0,NA,0,48,254,302,NA
386,14,10,R,2,AC3,AC,3,17-Oct-11,173,60.5,1,95,26,10,1,0,NA,0,62,293,355,NA
1791,61,13,Mix,5,DE11,DE,15,19-Oct-11,169,60.7,1,100,24,6NA7,3,0,NA,0,302,172,474,NA
1994,69,18,Mix,6,HTR43,HTR,62,19-Oct-11,174,60.7,1,101,23,7,3,0,NA,0,228,161,389,NA
1424,48,26,Mix,4,HTR13,HTR,56,18-Oct-11,182,60.7,1,100,27,9NA4,2,0,NA,0,180,363,543,NA
1503,51,9,R,4,F224,F2,29,18-Oct-11,152.6,60.9,1,100,20,7,3,0,NA,0,123,350,473,NA
603,21,21,R,2,F211,F2,24,17-Oct-11,162,60.9,1,96,20,9NA4,1,0,NA,0,98,484,582,NA
1508,51,14,R,4,HTR25,HTR,60,18-Oct-11,114,61,1,100,25,5,1,0,NA,0,106,370,476,NA
2058,71,18,R,6,KA1,KA,63,19-Oct-11,274.4,61,1,102,10,25NA2,3,0,NA,0,26,450,476,NA
887,31,21,Mix,3,HTD32,HTD,52,18-Oct-11,133,61.1,1,98,25,6NA6,1,0,NA,0,378,784,1162,NA
1794,61,16,Mix,5,AC20,AC,11,19-Oct-11,163,61.3,1,100,21,7NA5,1,0,NA,0,56,235,291,NA
2698,93,12,Mix,8,RBE34,RBE,85,21-Oct-11,194.6,61.4,1,102,24,7NA7,2,0,NA,0,302,497,799,NA
2379,81,19,R,7,F218,F2,26,20-Oct-11,162.3,61.7,1,102,13,9NA2,1,0,NA,0,147,570,717,NA
2782,96,18,R,8,WR45,WR,100,21-Oct-11,261.1,61.8,1,102,33,12NA7,5,0,NA,0,124,452,576,NA
1983,69,7,Mix,6,AC7,AC,5,19-Oct-11,167,61.9,1,101,14,8NA5,1,0,NA,0,110,318,428,NA
2476,85,6,Mix,7,HTD28,HTD,51,20-Oct-11,190.1,61.9,1,102,24,7NA9,3,0,NA,0,87,470,557,NA
2404,82,12,R,7,RBE4,RBE,74,20-Oct-11,198,62,1,102,24,6NA1,2,0,NA,0,185,597,782,NA
664,24,4,Mix,3,F227,F2,31,18-Oct-11,224.2,62,1,95,15,18NA7,1,0,NA,0,83,372,455,NA
1160,40,14,Mix,4,HTR25,HTR,60,18-Oct-11,144.8,62.1,1,99,31,5,4,0,NA,0,110,297,407,NA
749,26,25,R,3,DU4,DU,19,18-Oct-11,159.5,62.7,1,97,23,8NA8,2,0,NA,0,218,636,854,NA
1788,61,10,Mix,5,WT32,WT,108,19-Oct-11,223,63,1,100,21,8NA5,1,0,NA,0,25,267,292,NA
1393,47,27,R,4,FOR15,FOR,35,18-Oct-11,224,63,1,100,18,10NA1,3,0,NA,0,51,345,396,NA
1767,60,21,R,5,WT34,WT,109,19-Oct-11,227,63.2,1,100,23,8,3,0,NA,0,74,581,655,NA
2046,71,6,R,6,F219,F2,27,19-Oct-11,189.6,63.6,1,102,21,8NA2,3,0,NA,0,139,499,638,NA
1470,50,8,R,4,HTD28,HTD,51,18-Oct-11,222.1,63.6,1,100,30,7NA2,4,0,NA,0,23,194,217,NA
2064,71,24,R,6,WT39,WT,112,19-Oct-11,75.5,63.7,1,102,13,34NA5,3,0,NA,0,262,881,1143,NA
2059,71,19,R,6,RBE4,RBE,74,19-Oct-11,203.1,63.7,1,102,19,7NA6,2,0,NA,0,205,493,698,NA
1665,57,15,Mix,5,FOR39,FOR,41,19-Oct-11,278,63.8,1,100,34,10NA2,4,0,NA,0,146,281,427,NA
1014,35,24,Mix,3,FOR11,FOR,34,18-Oct-11,130,64.1,1,99,16,7NA3,1,0,NA,0,140,204,344,NA
2729,94,11,Mix,8,DU26,DU,21,21-Oct-11,151.7,64.1,1,102,14,10NA3,1,0,NA,0,273,589,862,NA
1582,54,10,R,5,RBE38,RBE,86,19-Oct-11,161,64.1,1,100,17,4NA8,1,0,NA,0,100,474,574,NA
1473,50,11,R,4,HTR14,HTR,57,18-Oct-11,262.4,64.4,1,100,30,8NA7,5,0,NA,0,63,315,378,NA
1451,49,21,R,4,WT31,WT,107,18-Oct-11,251.4,64.6,1,100,24,11NA8,3,0,NA,0,39,258,297,NA
1636,56,18,R,5,AC15,AC,10,19-Oct-11,252.5,64.7,1,100,27,12,3,0,NA,0,67,326,393,NA
2777,96,13,R,8,HTD32,HTD,52,21-Oct-11,307.3,64.7,1,102,30,9NA7,6,0,NA,0,34,308,342,NA
1387,47,21,R,4,RBE53,RBE,92,18-Oct-11,174,64.8,1,100,12,9NA4,2,0,NA,0,58,390,448,NA
1754,60,8,R,5,WT39,WT,112,19-Oct-11,251,64.9,1,100,30,18,3,0,NA,0,68,358,426,NA
1576,54,4,R,5,HTR30,HTR,61,19-Oct-11,141,65.1,1,100,16,6NA4,1,0,NA,0,200,455,655,NA
